track_name,artist_name,release_date,danceability,energy,valence,tempo,loudness,acousticness,popularity
Hello Baby feat. Fivio Foreign,Young M.A,2021-05-07,0.893,0.537,0.588,140.03799999999998,-6.822,0.211,66
Into The Thick Of It!,The Backyardigans,2005-07-12,0.703,0.0828,0.57,125.879,-14.178,0.825,60
Bundles (feat. Taylor Girlz),Kayla Nicole,2021-05-05,0.939,0.682,0.584,130.02200000000002,-5.931,0.0015199999999999,73
Did It On’em,Nicki Minaj,2010-11-22,0.557,0.413,0.477,155.749,-7.032,0.0415,55
Yay Yay,Compton Ro2co,2021-03-09,0.7909999999999999,0.392,0.132,107.971,-9.104,0.000123,51
La Mamá de la Mamá,El Alfa,2021-04-08,0.922,0.927,0.7959999999999999,129.97799999999998,-3.025,0.283,82
Never Forget You,Noisettes,2009-01-01,0.569,0.6920000000000001,0.737,141.632,-4.683,0.0167,75
Seventeen,Ladytron,2002-01-01,0.642,0.794,0.785,119.55,-7.908,6.979999999999999e-05,72
Send Me on My Way,Vibe Street,2020-07-17,0.813,0.706,0.557,115.001,-9.482,0.0696,57
Bongo Cha Cha Cha,Caterina Valente,2013-12-18,0.774,0.3429999999999999,0.6890000000000001,126.247,-14.805,0.8340000000000001,51
Whatta Man (feat. En Vogue) - EP Version,Salt-N-Pepa,2001-08-21,0.73,0.664,0.947,173.232,-8.558,0.0941,57
My Chick Bad,Ludacris,2010-01-01,0.624,0.723,0.757,84.789,-6.782,0.172,70
Obsessed,Addison Rae,2021-03-18,0.884,0.665,0.472,110.016,-7.928999999999999,0.38,71
Caution,KAYTRANADA,2021-02-18,0.696,0.3939999999999999,0.747,216.053,-13.825,0.0579,57
Gucci Flip Flops (feat. Lil Yachty),Lil Yachty,2018-09-18,0.82,0.603,0.177,159.976,-7.18,0.0351,70
Lifestyle (feat. Adam Levine),Jason Derulo,2021-01-21,0.7490000000000001,0.674,0.711,123.055,-5.127999999999999,0.0209,81
Up Down (Do This All Day) (feat. B.o.B),T-Pain,2013-08-13,0.763,0.53,0.469,97.033,-5.553999999999999,0.272,56
Two®,Lil Uzi Vert,2017-08-25,0.266,0.642,0.0371,75.02199999999999,-5.132999999999999,0.424,65
Burning Pile,Mother Mother,2008-09-23,0.516,0.755,0.165,140.099,-3.724,0.0633,81
The Reason,Hoobastank,2003-12-09,0.472,0.6709999999999999,0.0681,82.95200000000001,-4.649,0.0129,80
21st Century Vampire,LILHUDDY,2021-01-21,0.39,0.7190000000000001,0.502,86.905,-5.143,0.000624,65
Triple S,YN Jay,2020-09-12,0.825,0.4529999999999999,0.148,97.49,-9.869,0.0155,55
Jenny,Studio Killers,2013-06-14,0.662,0.805,0.54,133.935,-5.683,0.00299,28
Where Is The Love?,Black Eyed Peas,2003-01-01,0.8340000000000001,0.696,0.804,94.09,-3.224,0.11,71
Coming of Age,Blondes,2020-04-25,0.492,0.775,0.5329999999999999,149.085,-13.595,0.00341,11
Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,2020-09-17,0.913,0.625,0.298,126.915,-6.901,0.0168,66
Stuck In The Middle,Tai Verdes,2020-05-29,0.871,0.501,0.848,119.953,-8.904,0.371,68
Syncopate (Do It for Me),Leeric,2018-05-30,0.488,0.657,0.547,139.299,-6.534,0.355,0
Backyard Boy,Claire Rosinkranz,2020-08-14,0.8170000000000001,0.634,0.4529999999999999,138.015,-7.246,0.321,63
Funny Thing,Thundercat,2020-04-03,0.586,0.893,0.65,140.023,-8.772,0.8270000000000001,74
Woman On The Moon (feat. UPSAHL),Yung Bae,2021-04-30,0.773,0.778,0.93,116.967,-7.742000000000001,0.104,59
Yucky Blucky Fruitcake,Iamdoechii,2020-11-27,0.597,0.617,0.889,97.923,-7.482,0.4629999999999999,76
Breaking with You,SOMMA,2021-05-07,0.6759999999999999,0.726,0.541,124.013,-7.949,0.0558,62
Outta Time,KillBunk,2021-04-30,0.654,0.642,0.527,94.988,-9.935,0.209,62
OKAY (feat. Vory),FRVRFRIDAY,2021-04-30,0.731,0.41,0.457,114.104,-10.666,0.544,59
Bad Plan,Madism,2021-05-14,0.648,0.828,0.362,96.93,-3.451,0.0859,52
Demons,Stunna Gambino,2020-12-10,0.5529999999999999,0.68,0.33,122.007,-7.928999999999999,0.44,59
Messi,Pyrex Pryce,2019-09-13,0.752,0.51,0.7090000000000001,130.012,-9.566,0.127,57
Solar System,Dustystaytrue,2021-03-25,0.77,0.7290000000000001,0.63,150.112,-5.004,0.335,56
Priceless,FRVRFRIDAY,2021-04-29,0.846,0.511,0.607,101.0,-8.232999999999999,0.156,44
Let Her Go,Smooth Vanilla,2021-05-07,0.5670000000000001,0.287,0.1669999999999999,86.791,-11.99,0.976,39
Shady Love,Jonn Hart,2021-04-30,0.7829999999999999,0.82,0.843,110.009,-5.676,0.00549,50
Down To Miami (feat. Becky G),Emotional Oranges,2021-04-14,0.613,0.607,0.316,96.894,-8.698,0.283,62
This Isn't Love,Felix Samuel,2021-04-30,0.6970000000000001,0.603,0.317,123.971,-9.119,0.0519,48
Complicated,offrami,2021-05-14,0.763,0.79,0.442,128.009,-5.275,0.158,51
Why Do I Fall,ARRIE,2021-05-07,0.672,0.623,0.276,100.081,-8.073,0.589,51
Speak to Me,Mahout,2021-05-07,0.629,0.782,0.6659999999999999,120.111,-5.517,0.0106,47
Streetlights,Lipless,2021-05-07,0.7440000000000001,0.8009999999999999,0.286,126.013,-5.154,0.0172,46
Ego,ItsLee,2021-04-16,0.5710000000000001,0.581,0.5489999999999999,99.933,-5.832000000000001,0.716,46
All or Nothing,JRL,2021-04-23,0.6729999999999999,0.629,0.198,124.996,-6.216,0.0306,44
Motion (Keep Loving Me),Felicia Lu,2021-04-23,0.675,0.608,0.245,97.519,-6.772,0.37,49
Don't Leave Me Here,The Suncatchers,2021-04-30,0.627,0.782,0.471,109.984,-4.602,0.503,40
Fool for Believing,Ludvigsson,2021-04-09,0.7879999999999999,0.684,0.446,120.041,-6.456,0.191,53
Drippin',Jenil,2021-04-23,0.7020000000000001,0.818,0.201,124.02,-3.757,0.0069,48
Speechless,Colone,2021-04-30,0.55,0.602,0.127,94.998,-8.068,0.0306,43
As My Own,Braaten & Chrit Leaf,2021-04-16,0.631,0.878,0.596,122.041,-4.542,0.0242,51
Call Me Again,Cally Rhodes,2021-03-19,0.8859999999999999,0.73,0.688,109.026,-4.69,0.485,41
Madan (Siren Jam),Haska,2021-02-09,0.872,0.731,0.77,122.999,-5.206,0.0066799999999999,50
Trigger,Åírös,2021-04-30,0.64,0.721,0.51,126.034,-7.111000000000001,0.0715,33
Out of Service,Klave,2021-02-26,0.8,0.6809999999999999,0.605,108.019,-5.922999999999999,0.276,40
The Get-Go,ItsLee,2021-03-26,0.579,0.596,0.2239999999999999,109.976,-7.11,0.515,46
Dior,August Kid,2021-02-26,0.888,0.417,0.568,140.096,-8.889,0.168,39
Body On My Body,Minerro,2021-03-12,0.7140000000000001,0.7929999999999999,0.149,126.024,-6.684,0.158,54
Flyboy,nicopop.,2021-03-05,0.8190000000000001,0.629,0.4029999999999999,123.028,-7.74,0.0225,39
To Find You,Flapjax,2021-04-23,0.706,0.626,0.342,126.011,-3.1710000000000003,0.493,38
Take My Time,F3DE,2021-05-07,0.653,0.736,0.311,120.075,-6.194,0.0765,34
Happy Again,nicopop.,2021-03-05,0.743,0.608,0.8009999999999999,106.021,-5.705,0.0225,45
you pieced the wires,"tearo, the ghost",2021-01-01,0.614,0.419,0.3229999999999999,139.991,-11.308,0.6859999999999999,39
Calabria,DMNDS,2021-04-16,0.7290000000000001,0.914,0.355,124.027,-3.31,0.016,77
Remember That Night?,Sara Kays,2020-11-06,0.679,0.61,0.5539999999999999,123.978,-10.936,0.585,81
Drunken Sailor (Sea Shanty),Steve Void,2021-05-21,0.723,0.8,0.831,121.92,-4.863,0.0222,63
I'm Yours,Lofi Fruits Music,2020-02-28,0.627,0.15,0.288,80.013,-15.166,0.8420000000000001,67
Sweet Dreams (Are Made of This),Steve Void,2021-02-19,0.716,0.83,0.344,121.942,-5.334,0.2289999999999999,72
Seven Nation Army,DMNDS,2020-11-20,0.784,0.802,0.522,124.941,-3.673,0.214,75
Whoopty,Steve Void,2021-03-12,0.8320000000000001,0.736,0.562,124.022,-7.989,0.0401,66
Mood,Koosen,2020-10-23,0.8220000000000001,0.867,0.48,116.011,-4.478,0.183,71
Better Off Alone,Koosen,2020-09-25,0.5760000000000001,0.949,0.282,132.002,-3.772,0.0014199999999999,70
Calling My Phone,Steve Void,2021-03-26,0.8320000000000001,0.905,0.49,120.031,-4.343999999999999,0.103,65
Jocelyn Flores,Lofi Fruits Music,2021-03-12,0.7120000000000001,0.132,0.172,132.123,-17.967,0.831,68
POPSTAR,Koosen,2020-08-21,0.78,0.857,0.489,122.998,-6.274,0.0462,69
Heathens,Koosen,2021-04-02,0.775,0.8759999999999999,0.518,122.974,-5.312,0.0659,64
SexyBack,DMNDS,2020-07-10,0.7659999999999999,0.872,0.604,125.01,-3.853,0.0566,71
Freed From Desire,HÄWK,2021-02-26,0.745,0.61,0.825,123.0,-6.021,0.154,65
Steven Universe,Lofi Fruits Music,2021-02-05,0.562,0.45,0.153,75.005,-10.868,0.547,67
Do I Wanna Know?,Lofi Fruits Music,2020-07-31,0.754,0.357,0.412,89.976,-12.034,0.957,69
Rasputin - Club Mix,Boney M.,2011-02-21,0.718,0.907,0.975,127.151,-5.154,0.1669999999999999,64
Just The Two Of Us,Avocuddle,2020-04-17,0.7020000000000001,0.6559999999999999,0.231,100.039,-10.319,0.547,61
Ain't No Sunshine,Avocuddle,2020-06-05,0.807,0.742,0.6459999999999999,109.939,-9.271,0.4,66
Deep End,Mr. Pig,2020-12-18,0.7290000000000001,0.74,0.633,123.967,-5.847,0.488,63
Fly Me To The Moon,Avocuddle,2020-04-10,0.6809999999999999,0.7490000000000001,0.418,112.01,-8.838,0.711,62
Stay High (Habits),DMNDS,2021-02-12,0.6829999999999999,0.893,0.263,123.958,-3.3680000000000003,0.000826,63
Watermelon Sugar,Koosen,2021-02-05,0.63,0.742,0.41,123.969,-4.721,0.0187,63
I Just Died In Your Arms Tonight,Fallen Roses,2020-10-30,0.6729999999999999,0.7709999999999999,0.0991,120.068,-6.7170000000000005,0.111,65
Goosebumps,Steve Void,2021-03-19,0.754,0.7070000000000001,0.5760000000000001,125.024,-6.246,0.27,64
Rude,Koosen,2020-03-27,0.727,0.682,0.204,126.037,-8.543,0.376,63
Summertime Sadness,Strange Fruits Music,2020-07-03,0.71,0.828,0.405,119.864,-4.977,0.063,64
Hayloft,Mother Mother,2008-09-23,0.527,0.922,0.49,95.975,-2.6660000000000004,0.00475,83
Space Girl,Frances Forever,2020-03-27,0.67,0.3979999999999999,0.2189999999999999,125.983,-9.14,0.319,18
Drugs,UPSAHL,2019-01-18,0.883,0.415,0.318,76.986,-8.571,0.35,74
Hadal Ahbek,Issam Alnajjar,2020-09-27,0.8059999999999999,0.47,0.442,95.003,-9.985,0.156,44
"Dear Maria, Count Me In",All Time Low,2007-09-25,0.4589999999999999,0.895,0.5720000000000001,181.04,-3.1260000000000003,0.00725,80
UCKERS,Shygirl,2019-06-12,0.773,0.555,0.501,97.992,-7.169,0.0154,41
Drip Like ME,Kenndog,2020-03-01,0.954,0.607,0.46,103.988,-8.725,0.0621,5
Bang!,AJR,2020-02-12,0.74,0.517,0.698,139.917,-6.233,0.0183,65
Stuck in the Middle,Tai Verdes,2020-05-29,0.8440000000000001,0.429,0.764,119.989,-9.308,0.574,2
Ashes,Stellar,2020-05-03,0.7120000000000001,0.568,0.46,130.019,-7.864,0.0947,4
Such a Whore (Stellular Remix),JVLA,2020-06-03,0.624,0.614,0.139,168.87,-4.165,0.00391,76
Space Cadet (feat. Gunna),Metro Boomin,2018-11-06,0.901,0.4639999999999999,0.638,109.004,-9.789,0.368,79
Somebody that I Used to Know,Lofi Fruits Music,2021-02-26,0.7,0.0717,0.4039999999999999,80.025,-17.135,0.975,64
drivers license slowed - Remastered,Courtney,2021-04-03,0.531,0.2689999999999999,0.076,115.243,-15.636,0.7170000000000001,36
No Idea - Dj Purpberry Chopped and Screwed,Don Toliver,2019-05-28,0.682,0.4429999999999999,0.5820000000000001,99.891,-10.787,0.596,69
Shhh (Pew Pew) - Slowed + Reverb,Young Fanatic,2021-03-03,0.8220000000000001,0.76,0.6859999999999999,144.644,-7.268,0.089,54
sweater weather - lofi remix,89ine,2018-11-26,0.603,0.296,0.076,96.018,-16.694000000000003,0.103,40
Ease Off - Slowed & Reverbed,YNG Martyr,2021-04-09,0.7440000000000001,0.416,0.575,120.24,-14.341,0.0762,47
Day and Night (Screwed and Chopped),DJ Drobitussin,2018-05-23,0.918,0.28,0.7759999999999999,111.828,-11.682,0.696,47
Adderall Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.871,0.364,0.606,119.922,-13.598,0.136,47
roxanne (slowed + reverb) - Slowed,Machine Time,2021-01-24,0.742,0.601,0.6890000000000001,143.555,-10.335,0.186,47
Bow - Slowed,Reyn Hartley,2021-03-19,0.6940000000000001,0.407,0.369,127.058,-10.211,0.0575,44
Gods Plan Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.73,0.414,0.408,131.862,-13.062,0.0904,18
hot girl bummer - Slowed,Slowed Music,2021-03-13,0.727,0.76,0.636,107.606,-7.164,0.0967,27
Girl You're Perfect (Screwed & Chopped),DJ Molasses,2016-10-23,0.617,0.3329999999999999,0.389,99.57,-8.408999999999999,0.356,49
After Party - CHOPNOTSLOP REMIX,Don Toliver,2020-04-17,0.716,0.63,0.507,135.599,-6.763999999999999,0.00543,56
Sin City - Slowed,SlowMemer,2020-04-16,0.794,0.102,0.1939999999999999,96.801,-14.435,0.784,55
sex money feelings die - slowed version,Lykke Li,2019-10-18,0.797,0.44,0.436,111.014,-6.587000000000001,0.471,76
Call out My Name (Slowed + Reverb),Que Fieri,2019-03-29,0.605,0.215,0.105,115.095,-14.112,0.959,51
Snitch - Slowed,Reyn Hartley,2021-01-15,0.6459999999999999,0.593,0.108,143.414,-9.618,0.0703,46
white ferrari - Slowed,Chvnge Up,2021-01-17,0.208,0.147,0.0372,93.543,-18.74,0.0606,43
Chanel - Slowed,Chvnge Up,2020-07-22,0.5870000000000001,0.33,0.0617,89.137,-12.224,0.407,51
Ukraine Freestyle,Lil Toe,2021-05-28,0.8959999999999999,0.495,0.415,81.963,-5.077,0.0238,47
Renegade (Slowed + Reverb),Aaryan Shah,2019-06-14,0.479,0.426,0.0768,82.43799999999999,-12.663,0.4429999999999999,1
I Feel Like I'm Drowning,Two Feet,2018-10-05,0.7170000000000001,0.5770000000000001,0.235,104.927,-5.436,0.708,76
lucifer,David Shawty,2021-05-07,0.509,0.598,0.377,129.842,-9.202,0.302,43
i met sarah in the bathroom {slow//reverb},Ryan Celsius Sounds,2020-10-05,0.544,0.47,0.147,79.179,-11.961,0.858,61
edibles - slowed + reverb,reptilelegit,2021-03-12,0.765,0.503,0.636,131.798,-16.980999999999998,0.209,36
sandpaper_b,A5H,2019-07-19,0.725,0.563,0.267,104.065,-8.883,0.193,43
Lose Control,KAYY ELL,2020-03-30,0.3,0.389,0.432,203.247,-12.457,0.0196,36
Chamber of Reflection - Chopped Not Slopped Remix,Slim K,2018-06-12,0.364,0.419,0.451,104.67,-11.696,0.259,48
Panic Attack,Burgos,2021-04-30,0.6940000000000001,0.4529999999999999,0.347,180.095,-10.345999999999998,0.387,51
20 Min - Chopped and Screwed,DJ Purpberry,2018-09-12,0.741,0.5,0.335,96.273,-9.525,0.331,62
They Say,YNG Martyr,2021-05-14,0.82,0.6,0.4379999999999999,149.96200000000002,-5.822,0.121,53
I Aint Got No Type (Chopped Not Slopped),Slim K,2014-12-02,0.672,0.4029999999999999,0.178,97.206,-9.409,0.0291,40
Redbones (Stay Woke!!),Slim K,2017-09-22,0.731,0.233,0.372,119.028,-15.013,0.305,53
VSCO,.swimwhere,2021-05-07,0.8540000000000001,0.9,0.981,127.016,-5.957000000000001,0.184,51
Arcade - Slowed,Cozy Soundz,2021-02-17,0.305,0.168,0.252,122.378,-22.107,0.84,21
F Love,Slim K,2017-09-22,0.831,0.396,0.502,104.393,-11.779000000000002,0.0233,48
Bag Boy - Lo-Fi Remix,BrxkenBxy,2021-03-19,0.59,0.763,0.3229999999999999,165.98,-5.019,0.675,48
The Antidote (Chopped Not Slopped),Slim K,2016-01-08,0.696,0.5539999999999999,0.4429999999999999,107.695,-8.422,0.0443,41
Best I Ever Had. - Slowed,oxy_gin,2020-02-14,0.795,0.519,0.379,129.622,-7.72,0.2739999999999999,46
More Yellow Hearts.,oxy_gin,2019-11-24,0.649,0.69,0.264,179.916,-6.805,0.272,37
Nuke,Young Fanatic,2021-05-21,0.501,0.732,0.12,81.819,-4.795,0.0134,32
Mask off (Screwed and Chopped),DJ Drobitussin,2018-04-05,0.8959999999999999,0.285,0.0815,123.725,-11.808,0.00619,42
One More Dance.,oxy_gin,2019-06-20,0.518,0.935,0.809,169.96400000000003,-4.5569999999999995,0.102,35
GTFO,Lucio,2021-05-21,0.847,0.494,0.493,109.992,-10.336,0.267,42
Don't (Screwed and Chopped),DJ Drobitussin,2018-05-10,0.713,0.175,0.349,80.259,-9.854,0.34,42
2 Phones (Screwed & Chopped),DJ Wrekshop,2016-02-22,0.556,0.645,0.212,68.023,-6.404,0.246,35
Marlboro,Prince of Falls,2019-08-15,0.777,0.311,0.221,133.985,-12.205,0.0505,60
Broccoli - Chopped and Screwed,DJ Pro Code,2017-10-24,0.922,0.36,0.67,119.914,-9.972,0.386,35
Squat,jeonghyeon,2021-03-19,0.685,0.937,0.562,126.016,-4.103,0.0122,52
Fire In The Trees,Reyn Hartley,2021-04-02,0.3989999999999999,0.546,0.204,127.374,-8.072000000000001,0.7190000000000001,50
Drug Addict For Love,A5H,2020-04-24,0.525,0.537,0.389,163.84900000000002,-10.144,0.114,34
u said u were always going to be with me,sinakun,2020-05-01,0.432,0.427,0.557,154.023,-17.619,0.296,39
PRESTO!,Sinoda,2021-05-20,0.6829999999999999,0.562,0.223,144.976,-9.703,0.0033299999999999,43
D a d d y I s s u e s,DJ Covy,2021-02-08,0.497,0.395,0.2319999999999999,117.718,-11.725,0.0878,54
feel loved,Thomas Reid,2021-04-15,0.715,0.371,0.161,100.009,-10.002,0.262,47
N i g h t C h a n g e s - Slowed,DancingRoom,2021-01-22,0.5820000000000001,0.434,0.358,106.833,-10.342,0.851,58
December Ape,A5H,2020-04-24,0.585,0.479,0.3229999999999999,114.935,-11.602,0.322,32
Skeletons In My Closet,Lil Toe,2021-01-22,0.838,0.46,0.509,169.041,-7.357,0.0436,59
Life in Your Years,Fairview,2018-08-31,0.4039999999999999,0.286,0.245,102.35,-9.091,0.657,37
Call Me Back 80 Times,A5H,2020-04-24,0.286,0.557,0.231,134.369,-10.52,0.375,31
OUTCAST,SAKVREYE,2021-05-28,0.435,0.619,0.422,139.903,-8.99,0.499,33
Blinding Lights. - Slowed,oxy_gin,2020-04-08,0.706,0.7440000000000001,0.568,136.77,-6.496,0.361,51
Trap All Day,Weirdo King,2021-02-19,0.8059999999999999,0.63,0.8320000000000001,77.013,-8.689,0.0863,32
Toxic Ends,Rarin,2021-05-25,0.5820000000000001,0.73,0.441,175.07299999999998,-7.22,0.115,55
Selfish (Slowed Down),DJ Xavierj713,2020-03-14,0.5760000000000001,0.4529999999999999,0.0667,86.677,-10.556,0.298,50
Butterfly Effect (Chopped and Screwed),DJ Purpberry,2017-08-11,0.853,0.4629999999999999,0.374,110.849,-9.14,0.1169999999999999,48
Dream Girl - Slowed + Reverb,Crisaunt,2021-01-08,0.922,0.257,0.4679999999999999,111.988,-17.462,0.425,56
Shimmy!,XANAKIN SKYWOK,2021-05-28,0.7290000000000001,0.938,0.578,104.934,-2.609,0.0221,42
No Guidance - Instrumental,Metrixx,2019-07-13,0.789,0.315,0.0614,92.998,-9.466,0.0958,46
No Idea Bass Boosted - Slowed,Soft Q,2019-12-19,0.713,0.409,0.514,108.79,-13.635,0.6629999999999999,24
Bakery,Phay,2021-05-14,0.835,0.778,0.966,147.969,-5.59,0.434,33
Million Dollar Mullet - ChopNotSlop Remix,Riff Raff,2021-01-08,0.937,0.472,0.682,132.63,-11.786,0.0184,35
LULLABY,SAKVREYE,2021-05-28,0.679,0.949,0.281,154.001,-5.7589999999999995,0.0189,25
Papi Chulo Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.765,0.618,0.408,109.986,-8.049,0.298,55
Bank Account Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.847,0.446,0.3829999999999999,123.998,-11.31,0.051,57
Unseen,HenryDaher,2021-02-12,0.381,0.437,0.124,145.935,-11.683,0.848,49
Good Feelin',Billy Marchiafava,2021-04-16,0.88,0.679,0.935,115.02,-8.943,0.0673,60
Without Me Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.6729999999999999,0.496,0.1639999999999999,108.81,-7.372000000000001,0.242,54
Rockabye Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.62,0.506,0.6509999999999999,87.366,-9.913,0.442,53
Unforgettable Slowed - Remix,Eduardo Luzquiños,2021-01-26,0.623,0.584,0.687,169.903,-13.094,0.0511,5
Bad Habits (Slowed + Reverb),Solstice,2020-05-01,0.618,0.546,0.286,144.36700000000002,-12.558,0.00805,45
Stargazer,Blaine,2021-05-28,0.611,0.619,0.7040000000000001,157.886,-7.772,0.237,33
g r e e k t r a g e d y - Slowed,DJ Covy,2021-01-14,0.73,0.588,0.298,105.348,-10.094,0.723,49
Let Her Go (Screwed and Chopped),DJ Drobitussin,2018-09-22,0.486,0.431,0.215,122.422,-10.406,0.201,38
Phonk House Demo,TZAR,2021-05-28,0.79,0.7,0.387,123.002,-7.825,0.00082,37
ppcocaine - Slowed,MePemuro,2020-12-04,0.767,0.494,0.644,86.12100000000001,-12.706,0.307,39
SoFtly / Killing Me Softly With His Song - TikTok Remix,Eduardo Luzquiños,2020-10-12,0.966,0.583,0.87,127.963,-8.254,0.0355,60
Goodbye - Remix,Eduardo Luzquiños,2020-10-08,0.773,0.802,0.183,92.665,-3.495,0.0733,52
eager,eli.,2021-04-16,0.447,0.83,0.14,179.873,-6.678999999999999,0.0619,48
you broke me first - Slowed,wanderoof,2021-01-07,0.619,0.307,0.0694,106.609,-11.083,0.727,56
dirty laundry (slowed),blackbear,2020-12-20,0.79,0.665,0.516,96.047,-6.635,0.0741,56
wizard 101,David Shawty,2021-03-19,0.615,0.593,0.348,166.03799999999998,-7.402,0.284,46
No Idea Bass Boosted (Slowed),Soft Q,2019-12-19,0.7040000000000001,0.412,0.509,108.842,-13.672,0.607,54
Sway With Me (slowed),Cytus ll,2021-04-13,0.584,0.5770000000000001,0.599,92.313,-12.037,0.0148,50
D u s k T i l l D a w n (slowed reverb),FiloChill,2021-03-28,0.3329999999999999,0.314,0.0579,143.28,-12.929,0.48,49
D o n ' t L e t M e D o w n (slowed reverb),FiloChill,2021-04-02,0.585,0.34,0.0741,120.099,-12.988,0.1969999999999999,46
W o r t h I t (slowed reverb),FiloChill,2021-04-08,0.6890000000000001,0.426,0.387,157.99,-9.075,0.0478,46
Cumbia,Koosen,2021-05-28,0.6829999999999999,0.903,0.6,124.916,-2.833,0.00757,55
Arcade,Duncan Laurence,2019-03-07,0.45,0.3289999999999999,0.266,71.884,-12.603,0.818,87
favorite crime,Olivia Rodrigo,2021-05-21,0.369,0.272,0.218,172.929,-10.497,0.866,91
What A Time (feat. Niall Horan),Julia Michaels,2019-01-24,0.516,0.467,0.386,132.861,-6.184,0.662,80
IDK You Yet,Alexander 23,2020-04-09,0.629,0.306,0.191,76.994,-11.735,0.884,46
you were good to me,Jeremy Zucker,2019-05-03,0.561,0.0848,0.206,102.128,-15.099,0.913,80
Heather,Conan Gray,2020-03-20,0.357,0.425,0.27,102.078,-7.301,0.584,87
Changes,Hayd,2020-11-13,0.648,0.115,0.29,119.967,-17.133,0.939,70
Be Alright,Dean Lewis,2018-06-29,0.5529999999999999,0.586,0.4429999999999999,126.684,-6.319,0.6970000000000001,81
All I Want,Olivia Rodrigo,2020-01-10,0.376,0.43,0.129,77.59899999999999,-6.585,0.0902,73
Before You Go,Lewis Capaldi,2019-11-22,0.4589999999999999,0.575,0.183,111.881,-4.8580000000000005,0.604,84
enough for you,Olivia Rodrigo,2021-05-21,0.638,0.259,0.2689999999999999,88.485,-10.706,0.753,91
Falling Up,Dean Lewis,2021-03-05,0.654,0.7559999999999999,0.475,103.551,-3.594,0.648,72
Godspeed,James Blake,2020-09-11,0.395,0.174,0.221,73.773,-10.313,0.916,67
Trying My Best,Anson Seabra,2020-05-08,0.691,0.0682,0.352,76.94,-18.186,0.951,70
Relapse,Cap Carter,2021-02-26,0.601,0.514,0.271,123.631,-6.781000000000001,0.0362,31
When I Look At You,Miley Cyrus,2009-01-01,0.4589999999999999,0.545,0.1939999999999999,137.941,-4.874,0.142,74
Somebody That I Used To Know,Gotye,2011-01-01,0.8640000000000001,0.515,0.755,129.048,-6.9670000000000005,0.5710000000000001,63
this is how you fall in love,Jeremy Zucker,2021-01-15,0.52,0.204,0.2739999999999999,79.682,-12.488,0.733,58
Spirits,The Strumbellas,2016-04-22,0.5529999999999999,0.7290000000000001,0.7759999999999999,80.503,-3.696,0.181,0
Cry Over Boys,Alexander 23,2021-01-27,0.847,0.254,0.381,117.987,-13.550999999999998,0.835,33
Hold Me While You Wait,Lewis Capaldi,2019-05-17,0.688,0.53,0.162,106.958,-5.507000000000001,0.4429999999999999,80
If I Die Young,The Band Perry,2010-01-01,0.606,0.497,0.362,130.739,-6.611000000000001,0.348,64
Waves,Dean Lewis,2016-09-30,0.517,0.762,0.351,156.928,-5.806,0.161,59
Wait,M83,2011-10-18,0.426,0.228,0.0826,147.986,-10.552,0.203,0
Girls Like Us,Zoe Wees,2021-01-12,0.444,0.648,0.171,125.706,-4.955,0.288,84
exile (feat. Bon Iver),Taylor Swift,2020-07-24,0.298,0.38,0.152,75.602,-8.426,0.778,52
Bitter (feat. Trevor Daniel),FLETCHER,2020-09-25,0.6890000000000001,0.643,0.405,136.002,-6.142,0.241,65
Someone To You,BANNERS,2019-10-04,0.52,0.903,0.652,74.988,-5.497000000000001,0.00517,79
The Night We Met,Lord Huron,2015-04-06,0.544,0.369,0.102,87.01,-9.514,0.969,81
Easy,Troye Sivan,2020-07-15,0.639,0.569,0.616,142.967,-7.236000000000001,0.0581,3
F2020,Avenue Beat,2020-07-10,0.7020000000000001,0.597,0.3829999999999999,85.016,-7.067,0.5870000000000001,1
Mr. Rager,Kid Cudi,2010-11-09,0.6709999999999999,0.726,0.581,102.002,-8.689,0.389,74
Half A Man,Dean Lewis,2019-03-22,0.507,0.204,0.3429999999999999,77.765,-11.575,0.855,76
Out Of Love,Alessia Cara,2018-11-30,0.481,0.267,0.1369999999999999,117.64,-9.249,0.8,77
Violent Crimes,Kanye West,2018-06-01,0.669,0.419,0.0397,109.813,-6.724,0.376,75
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2018-12-07,0.612,0.601,0.525,147.018,-7.0889999999999995,0.168,73
Wishing Well,Juice WRLD,2020-07-10,0.65,0.613,0.0804,149.972,-6.13,0.00336,85
Unsteady,X Ambassadors,2015-06-30,0.389,0.665,0.1989999999999999,117.055,-6.169,0.178,76
Feeling Whitney,Post Malone,2016-12-09,0.412,0.2269999999999999,0.226,80.111,-12.696,0.787,77
Ophelia,The Lumineers,2016-04-08,0.664,0.573,0.5660000000000001,76.023,-6.519,0.613,79
when the party's over,Billie Eilish,2019-03-29,0.367,0.111,0.198,82.64200000000001,-14.084,0.978,84
Lose You To Love Me,Selena Gomez,2020-01-10,0.488,0.3429999999999999,0.0978,102.819,-8.985,0.556,82
